customer_id,gender,age,partner,number_of_dependents,married,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,internet_type
1565-RHDJD,f,21,No,0,No,No,Yes,Yes,No,No,No,Yes,Fiber
1567-DSCIC,Male,59,No,0,No,No,Yes,Yes,No,Yes,No,No,Fiber Optic
1568-BEKZM,M,65,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
1568-LJSZU,M,39,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
1569-TTNYJ,Male,55,Yes,0,Yes,No,Yes,No,No,No,No,No,Fiber
1571-SAVHK,M,20,No,0,NA,No,No,No,Yes,Yes,Yes,Yes,Optic
1573-LGXBA,M,26,Yes,3,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Optic
1574-DYCWE,Female,60,Yes,1,Yes,No,No,No,No,No,No,No,None
1575-KRZZE,female,64,No,0,No,Yes,Yes,No,No,No,No,No,cable
1576-PFZIW,m,70,Yes,0,NA,Yes,Yes,Yes,No,Yes,Yes,Yes,Optic
1577-HKTFG,Female,42,Yes,0,NA,No,No,No,No,No,No,No,None
1579-KLYDT,male,31,No,0,No,No,No,Yes,No,Yes,No,No,Fiber Optic
1580-BMCMR,Male,66,No,0,NA,Yes,No,No,No,No,Yes,Yes,Fiber
1582-RAFML,M,26,No,0,No,No,Yes,No,Yes,No,No,No,Cable
1583-IHQZE,male,60,No,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,cable
1585-MQSSU,M,36,No,0,No,No,No,No,Yes,No,No,No,Cable
1587-FKLZB,Male,79,Yes,0,NA,No,No,Yes,No,Yes,Yes,No,Optic
1589-AGTLK,m,26,No,0,No,No,No,No,No,No,No,No,DSL
1591-MQJTP,m,76,Yes,0,Yes,Yes,No,Yes,No,No,Yes,No,Optic
1591-NFNLQ,male,38,No,0,NA,No,No,Yes,No,No,No,No,Optic
1591-XWLGB,f,44,Yes,0,Yes,No,No,No,No,No,No,No,None
1596-BBVTG,male,53,No,0,NA,No,No,No,No,No,No,No,Optic
1596-OQSPS,female,64,No,0,No,No,Yes,No,No,No,No,No,DSL
1597-FZREH,female,39,No,0,No,No,No,Yes,Yes,Yes,Yes,Yes,DSL
1597-LHYNC,female,74,No,0,No,Yes,Yes,No,No,No,Yes,No,Fiber
1599-EAHXY,Male,37,Yes,2,Yes,No,No,No,No,No,No,No,None
1599-MMYRQ,male,27,Yes,3,Yes,Yes,Yes,No,No,No,No,No,Fiber
1600-DILPE,Female,47,No,0,No,No,No,No,No,No,No,No,DSL
1602-IJQQE,F,42,No,0,No,No,No,No,No,No,No,No,Optic
1608-GMEWB,M,76,No,0,No,No,No,No,No,Yes,Yes,No,Fiber Optic
1612-EOHDH,F,29,No,0,No,No,No,No,No,No,No,Yes,DSL
1614-JBEBI,F,59,No,0,No,No,No,No,No,No,No,No,None
1618-CFHME,female,30,No,0,No,No,No,No,No,No,No,No,Optic
1619-YWUBB,Female,38,Yes,0,Yes,No,No,No,No,No,No,No,None
1621-YNCJH,F,54,Yes,0,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,Fiber
1622-HSHSF,female,44,No,0,No,No,No,No,No,No,No,No,None
1623-NLDOT,f,55,Yes,0,Yes,No,Yes,No,Yes,No,No,No,cable
1624-NALOJ,male,75,No,0,NA,No,Yes,No,No,No,Yes,No,Optic
1624-WOIWJ,female,40,No,0,No,Yes,No,No,No,Yes,No,No,Optic
1625-JAIIY,f,42,Yes,0,Yes,No,No,No,No,Yes,No,No,Optic
1626-ERCMM,Male,75,Yes,0,NA,No,No,No,No,Yes,Yes,Yes,Fiber Optic
1627-AFWVJ,f,30,No,0,No,No,No,No,No,No,No,No,None
1628-BIZYP,m,60,No,0,No,No,Yes,No,No,No,Yes,Yes,Optic
1629-DQQVB,F,19,No,0,No,Yes,No,No,No,No,No,No,cable
1635-FJFCC,F,46,No,0,No,No,No,No,No,No,No,No,DSL 
1635-HDGFT,Female,29,No,1,No,No,No,No,No,No,No,No,None
1635-NZATJ,male,80,Yes,0,Yes,No,No,No,No,No,No,No,None
1636-NTNCO,male,72,No,0,No,No,Yes,No,No,Yes,Yes,No,DSL
1640-PLFMP,F,20,No,0,No,No,No,No,No,No,No,No,Optic
1641-BYBTK,Male,38,No,2,No,No,No,No,No,No,No,No,None
1641-RQDAY,Female,77,Yes,2,Yes,No,Yes,No,No,Yes,Yes,No,Fiber
1642-HMARX,Female,45,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
1644-IRKSF,f,48,Yes,0,Yes,No,No,Yes,No,Yes,Yes,Yes,Fiber
1656-DRSMG,Female,40,No,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
1657-DYMBM,Male,35,Yes,0,Yes,No,No,No,No,No,No,No,None
1658-BYGOY,Male,71,No,3,No,No,No,No,No,Yes,Yes,Yes,Optic
1658-TJVOA,f,65,No,0,No,Yes,No,No,No,No,No,No,Fiber Optic
1658-XUHBX,female,75,Yes,1,Yes,No,No,Yes,No,No,Yes,No,Fiber
1660-HSOOQ,Male,60,No,0,No,No,No,Yes,No,No,No,No,DSL
1661-CZBAU,m,50,No,0,No,Yes,No,No,Yes,No,Yes,Yes,DSL
1663-MHLHE,m,33,No,0,No,No,No,No,No,No,No,No,None
1666-JXLKU,female,64,No,0,NA,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
1666-JZPZT,M,61,No,0,No,No,No,No,No,No,No,No,Cable
1670-SVOWZ,Female,57,Yes,0,Yes,No,Yes,No,Yes,No,Yes,Yes,Fiber Optic
1676-MQAOA,Male,32,No,0,No,Yes,Yes,Yes,Yes,Yes,No,No,cable
1678-FYZOW,Female,28,No,0,No,No,No,No,No,Yes,No,No,Optic
1679-JRFBR,f,27,NA,0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Optic
1680-VDCWW,Male,45,Yes,0,Yes,No,No,No,No,No,No,No,None
1682-VCOIO,M,56,No,0,No,No,No,No,No,No,No,No,None
1684-FLBGS,F,60,Yes,1,Yes,No,Yes,No,Yes,Yes,No,No,Cable
1685-BQULA,female,54,No,0,NA,No,Yes,Yes,No,Yes,No,No,Fiber
1685-VAYJF,M,44,No,0,No,No,No,No,No,No,No,No,DSL 
1686-STUHN,Male,55,No,0,No,No,No,No,No,No,No,No,None
1689-MRZQR,Male,36,Yes,0,Yes,No,No,No,No,Yes,No,No,Fiber
1689-YQBYY,Female,43,No,1,No,No,No,No,No,No,No,No,Fiber Optic
1696-HXOWK,f,53,Yes,0,NA,Yes,Yes,No,No,Yes,No,No,Fiber
1696-MZVAU,Male,27,Yes,0,Yes,No,No,No,No,No,No,No,DSL 
1697-BCSHV,F,44,Yes,1,Yes,No,Yes,No,No,Yes,No,No,DSL
1697-LYYYX,female,21,Yes,1,Yes,No,No,No,No,No,No,No,None
1697-NVVGY,Male,71,Yes,0,NA,Yes,No,Yes,No,Yes,No,No,DSL
1698-XFZCI,M,30,No,0,NA,Yes,Yes,Yes,No,Yes,Yes,Yes,Optic
1699-HPSBG,Male,44,No,0,No,No,No,No,Yes,Yes,No,No,cable
1699-TLDLZ,f,44,Yes,2,Yes,No,No,No,No,No,No,No,None
1699-UOTXU,m,24,No,0,No,Yes,Yes,Yes,No,No,No,No,DSL
1702-CCFNJ,Male,39,Yes,0,Yes,No,Yes,No,Yes,No,No,No,Cable
1703-MGIAB,Female,53,No,0,No,No,No,Yes,Yes,Yes,No,No,DSL
1704-NRWYE,female,79,No,0,No,No,No,No,No,Yes,No,No,Fiber Optic
1705-GUHPV,f,64,No,0,NA,No,No,No,No,No,No,No,None
1707-HABPF,F,65,No,0,NA,No,Yes,Yes,No,Yes,No,No,Fiber
1708-PBBOA,female,51,No,0,NA,Yes,Yes,Yes,Yes,No,Yes,Yes,DSL 
1709-EJDOX,f,33,Yes,3,Yes,No,No,No,No,No,No,No,None
1710-RCXUS,Male,53,Yes,0,Yes,No,Yes,No,No,No,Yes,Yes,Fiber
1716-LSAMB,Male,21,Yes,1,Yes,Yes,No,No,Yes,No,No,No,Cable
1722-LDZJS,m,38,Yes,3,Yes,No,No,No,No,No,No,No,None
1723-HKXJQ,male,64,No,0,No,No,Yes,No,No,Yes,Yes,Yes,Optic
1724-BQUHA,m,67,No,0,No,No,No,No,No,Yes,Yes,No,Optic
1724-IQWNM,male,37,No,1,No,No,No,No,No,No,No,No,None
1725-IQNIY,m,34,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
1725-MIMXW,m,42,No,0,No,No,No,No,No,No,No,No,None
1728-BQDMA,f,22,No,0,No,No,No,No,No,No,No,No,DSL 
1728-CXQBE,M,79,Yes,0,Yes,No,Yes,Yes,No,No,Yes,No,Fiber Optic
1729-VLAZJ,Female,52,No,5,No,Yes,Yes,No,Yes,No,No,No,DSL 
1730-VFMWO,f,33,Yes,0,Yes,No,No,No,Yes,No,No,No,DSL
1730-ZMAME,female,74,No,0,No,No,No,No,No,No,Yes,No,Optic
1731-TVIUK,f,47,No,0,No,No,Yes,No,Yes,No,Yes,Yes,Fiber Optic
1732-FEKLD,Female,30,No,0,NA,No,Yes,Yes,No,Yes,No,No,Fiber Optic
1732-VHUBQ,F,73,Yes,0,Yes,No,No,No,No,No,No,No,Fiber Optic
1734-ZMNTZ,f,50,Yes,2,Yes,No,No,No,No,No,No,No,None
1735-XMJVH,male,51,Yes,3,Yes,No,No,No,No,No,No,No,None
1740-CSDJP,m,53,No,0,No,No,No,No,No,No,Yes,Yes,DSL
1741-WTPON,m,42,Yes,3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Optic
1744-JHKYS,f,49,Yes,0,Yes,No,No,No,No,No,No,No,None
1746-TGTWV,Male,32,Yes,0,Yes,No,No,Yes,No,No,No,No,Fiber Optic
1750-CSKKM,M,40,No,3,NA,No,No,No,No,Yes,No,No,DSL 
1751-NCDLI,m,74,Yes,0,NA,No,No,Yes,No,Yes,Yes,No,Optic
1752-OZXFY,m,39,Yes,0,NA,Yes,No,No,No,Yes,No,No,DSL 
1754-GKYPY,male,65,Yes,0,Yes,No,No,No,No,Yes,Yes,Yes,Fiber Optic
1755-FZQEC,male,26,No,0,No,No,No,No,No,No,No,No,None
1755-RMCXH,m,37,Yes,2,Yes,No,No,No,No,No,No,No,None
1757-TCATG,m,24,Yes,1,Yes,No,No,No,No,No,No,No,None
1760-CAZHT,M,55,No,3,No,No,No,No,No,No,No,No,None
1761-AEZZR,M,59,No,0,No,No,No,No,No,Yes,No,No,Optic
1763-KUAAW,female,77,No,0,NA,No,No,No,No,No,No,No,None
1763-WQFUK,Male,45,No,0,No,No,No,No,Yes,No,No,No,DSL 
1764-VUUMT,male,63,No,1,No,No,No,No,No,No,No,No,None
1766-GKNMI,Male,56,No,0,No,No,No,No,No,No,Yes,Yes,Optic
1767-CJKBA,male,39,No,0,No,No,No,No,No,No,No,No,None
1767-TGTKO,F,30,Yes,2,Yes,No,No,No,No,No,No,No,DSL
1768-HNVGJ,F,80,No,0,No,Yes,No,No,Yes,No,Yes,Yes,cable
1768-ZAIFU,f,74,No,0,No,No,No,No,No,No,No,No,cable
1769-GRUIK,f,19,No,0,No,No,No,No,No,No,No,No,Optic
1771-OADNZ,m,70,Yes,0,NA,No,Yes,Yes,No,No,Yes,Yes,Fiber
1775-KWJKQ,male,41,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
1776-SPBWV,f,43,Yes,1,Yes,No,No,No,No,No,No,No,None
1777-JYQPJ,male,19,No,0,No,No,No,No,No,No,No,No,DSL 
1779-PWPMG,Female,73,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Fiber
1784-BXEFA,f,63,No,0,No,No,No,No,No,No,No,No,None
1784-EZDKJ,Male,31,Yes,0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
1785-BPHTP,Male,64,Yes,2,Yes,No,No,Yes,No,Yes,No,No,Fiber Optic
1790-NESIO,female,23,No,0,No,No,No,No,No,No,No,No,None
1791-PQHBB,f,28,No,2,No,Yes,No,No,No,No,Yes,Yes,cable
1792-UXAFY,F,80,No,0,No,No,Yes,Yes,No,Yes,No,No,Optic
1794-HBQTJ,f,22,No,0,No,Yes,No,No,No,No,No,No,cable
1794-SWWKL,M,22,Yes,2,NA,No,No,Yes,Yes,No,No,No,DSL
1796-JANOW,female,33,No,0,NA,No,No,No,No,No,No,No,None
1803-BGNBD,f,59,No,0,No,No,Yes,No,Yes,No,No,No,DSL 
1809-DMJHQ,f,56,No,1,No,No,No,No,No,No,No,No,DSL 
1810-BOHSY,M,63,Yes,0,Yes,Yes,Yes,No,No,No,Yes,Yes,Fiber
1810-MVMAI,Male,31,Yes,1,NA,Yes,Yes,Yes,Yes,No,No,No,cable
1813-JLKWR,female,47,Yes,0,Yes,No,No,No,No,No,No,No,None
1813-JYWTO,female,59,Yes,0,Yes,Yes,No,No,No,No,No,No,Optic
1814-DKOLC,female,63,No,0,NA,No,No,No,No,No,No,No,None
1814-WFGVS,Male,53,Yes,3,Yes,Yes,No,Yes,Yes,Yes,No,No,DSL
1816-FLZDK,male,34,No,0,No,No,No,No,Yes,No,No,No,DSL
1818-ESQMW,female,31,No,0,No,No,No,Yes,Yes,No,Yes,Yes,Fiber Optic
1820-DJFPH,F,59,Yes,3,Yes,No,No,No,No,No,No,No,None
1820-TQVEV,male,27,No,0,No,No,No,No,No,No,No,Yes,Fiber Optic
1821-BUCWY,male,35,No,0,No,Yes,No,Yes,No,No,No,No,Cable
1830-GGFNM,M,35,Yes,2,Yes,Yes,Yes,Yes,Yes,No,No,No,Fiber Optic
1830-IPXVJ,F,44,Yes,2,Yes,No,No,No,No,No,No,No,None
1832-PEUTS,M,23,Yes,2,Yes,No,No,Yes,No,Yes,No,No,Fiber
1833-TCXKK,m,50,Yes,0,NA,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
1833-VGRUM,F,70,No,0,NA,No,No,No,No,No,No,No,Fiber Optic
1834-ABKHQ,F,59,Yes,2,Yes,No,No,Yes,No,No,No,No,cable
1834-WULEG,male,61,Yes,2,Yes,No,No,No,No,No,No,No,None
1837-YQUCE,F,54,No,0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,DSL 
1839-FBNFR,f,35,Yes,1,Yes,No,No,No,No,No,No,No,None
1839-UMACK,male,20,No,0,NA,No,No,No,No,No,No,No,None
1840-BIUOG,Male,23,No,0,No,No,Yes,No,Yes,Yes,No,No,DSL
1841-YSJGV,Male,58,Yes,0,NA,Yes,Yes,No,Yes,Yes,Yes,Yes,Optic
1842-EZJMK,m,28,Yes,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Optic
1843-TLSGD,female,56,Yes,3,Yes,No,No,No,No,No,No,No,None
1845-CSBRZ,Female,71,Yes,1,Yes,No,No,No,No,Yes,No,No,Optic
1845-ZLLIG,Male,45,No,0,NA,No,Yes,No,No,No,No,No,DSL 
1846-XWOQN,Female,80,No,0,No,No,No,No,No,No,No,No,Optic
1848-LBZHY,f,19,Yes,0,Yes,Yes,No,No,No,No,No,No,DSL
1849-RJYIG,F,43,No,0,No,Yes,No,No,No,Yes,No,No,DSL 
1850-AKQEP,m,61,No,1,No,No,No,No,No,No,No,No,None
1852-QSWCD,M,62,Yes,1,NA,No,No,No,No,No,No,No,None
1852-XEMDW,M,20,No,0,No,Yes,Yes,Yes,No,No,No,No,DSL 
1853-ARAAQ,Female,47,No,0,No,No,No,Yes,No,Yes,Yes,Yes,DSL 
1853-UDXBW,Male,38,Yes,0,NA,No,No,No,No,No,No,No,Fiber
1855-AGAWH,male,27,Yes,0,NA,No,No,Yes,No,Yes,Yes,Yes,Fiber Optic
1855-CFULU,Female,65,No,0,NA,No,No,No,No,No,No,No,None
1862-QRWPE,f,24,Yes,0,Yes,No,No,No,No,No,No,No,None
1862-SKORY,F,66,Yes,0,Yes,No,Yes,No,No,Yes,No,No,Cable
1866-DIOQZ,female,23,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,cable
1866-NXPSP,F,48,No,0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Cable
1866-OBPNR,male,28,Yes,1,Yes,No,Yes,No,No,No,No,No,Fiber Optic
1866-RZZQS,m,77,No,0,No,No,No,Yes,No,Yes,Yes,No,Fiber
1866-ZSLJM,M,31,No,0,No,No,No,No,No,No,No,No,None
1867-BDVFH,m,35,Yes,0,Yes,No,No,No,No,No,No,No,Fiber
1867-TJHTS,female,47,No,0,No,Yes,No,No,No,No,No,No,Fiber Optic
1871-MOWRM,male,57,Yes,0,Yes,Yes,No,No,Yes,No,No,No,Fiber
1872-EBWSC,female,28,No,0,No,No,No,No,No,No,No,No,None
1875-QIVME,female,26,Yes,3,NA,No,No,Yes,Yes,Yes,Yes,Yes,Fiber
1877-HKBQX,F,21,No,0,No,Yes,No,No,Yes,No,No,No,DSL
1891-FZYSA,male,65,Yes,0,NA,No,Yes,No,No,Yes,No,No,Fiber
1891-QRQSA,M,71,Yes,0,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Fiber Optic
1891-UAWWU,f,79,Yes,0,Yes,No,No,Yes,No,Yes,No,No,Optic
1894-IGFSG,F,38,No,0,NA,No,No,No,No,Yes,Yes,Yes,Fiber
1895-QTKDO,Female,38,No,0,NA,No,No,No,No,No,No,No,DSL 
1897-OKVMW,Female,44,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
1897-RCFUM,F,31,Yes,2,Yes,No,No,No,No,No,No,No,None
1898-JSNDC,f,23,No,0,No,No,Yes,No,No,Yes,No,No,DSL 
1899-VXWXM,male,55,No,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Fiber
1902-XBTFB,male,39,No,0,No,No,Yes,Yes,No,Yes,No,No,Fiber Optic
1904-WAJAA,Female,23,Yes,3,Yes,Yes,Yes,Yes,No,No,No,No,DSL 
1905-OEILC,F,42,NA,0,No,No,No,No,No,No,No,No,None
1907-UBQFC,M,69,No,0,No,No,Yes,No,No,No,No,No,Fiber
1907-YLNYW,m,47,No,0,No,Yes,No,Yes,No,No,Yes,Yes,DSL 
1910-FMXJM,Female,59,Yes,0,Yes,No,No,No,No,No,Yes,Yes,Fiber
1915-IOFGU,F,53,No,0,No,No,No,No,No,No,No,No,Optic
1915-OAKWD,female,56,No,0,NA,No,No,No,No,No,No,No,None
1918-ZBFQJ,f,48,No,3,No,No,Yes,Yes,No,No,No,No,Optic
1919-RTPQD,male,42,Yes,1,Yes,No,No,No,No,No,No,No,DSL
1921-KYSAY,F,36,No,0,No,No,No,Yes,Yes,No,Yes,Yes,DSL
1925-GMVBW,F,49,No,0,NA,No,No,No,No,No,No,No,None
1925-LFCZZ,m,71,No,0,No,No,No,Yes,No,Yes,Yes,No,DSL 
1925-TIBLE,female,62,Yes,0,Yes,No,No,No,No,Yes,No,No,Fiber Optic
1926-QUZNN,Female,45,Yes,0,Yes,No,No,No,No,No,No,No,None
1927-QEWMY,F,51,Yes,0,Yes,No,No,No,No,No,No,No,None
1928-BXYIV,Male,47,No,0,No,Yes,Yes,No,No,No,No,No,DSL 
1929-ZCBHE,Male,27,Yes,1,Yes,Yes,No,Yes,Yes,No,No,No,DSL
1930-BZLHI,Male,31,NA,0,No,No,No,No,No,No,No,No,None
1930-QPBVZ,male,31,Yes,2,NA,Yes,Yes,No,Yes,No,Yes,Yes,Fiber Optic
1930-WNXSB,M,38,Yes,1,NA,No,Yes,No,No,Yes,Yes,Yes,Fiber
1932-UEDCX,M,79,Yes,0,Yes,No,Yes,No,No,Yes,Yes,No,Fiber Optic
1934-MKPXS,M,21,Yes,0,NA,No,No,No,No,No,No,No,None
1934-SJVJK,male,35,No,0,NA,No,No,No,No,No,No,No,None
1935-IMVBB,Male,43,Yes,0,NA,No,No,No,No,Yes,Yes,Yes,Fiber Optic
1936-CZAKF,Male,22,Yes,0,NA,No,Yes,No,No,Yes,Yes,Yes,Cable
1936-UAFEH,F,43,No,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Fiber Optic
1937-OTUKY,F,32,Yes,0,NA,Yes,No,Yes,Yes,Yes,No,No,Fiber Optic
1941-HOSAM,male,20,Yes,3,Yes,No,No,No,No,Yes,Yes,Yes,Fiber
1942-OQFRW,Male,62,No,0,No,No,No,No,No,No,No,No,DSL 
1945-XISKS,female,22,Yes,0,Yes,No,No,No,No,No,No,No,None
1950-KSVVJ,female,57,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Optic
1951-IEYXM,M,57,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Cable
1952-DVVSW,f,23,Yes,0,Yes,No,No,No,No,No,No,No,None
1955-IBMMB,male,47,No,0,No,No,No,No,No,No,No,No,None
1956-YIFGE,male,36,Yes,3,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
1958-RNRKS,male,62,Yes,0,NA,No,No,No,No,No,No,No,DSL
1960-UOTYM,Male,61,Yes,2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,DSL 
1960-UYCNN,M,35,No,0,No,No,Yes,Yes,No,No,Yes,Yes,Optic
1963-SVUCV,male,59,No,0,No,No,No,No,No,No,No,No,DSL
1963-VAUKV,female,31,No,0,No,No,No,No,No,No,No,No,None
1964-SVLEA,Male,59,No,0,No,No,No,No,No,No,No,No,None
1965-AKTSX,female,65,No,0,NA,No,Yes,No,No,No,No,No,Fiber
1965-DDBWU,M,37,No,0,No,No,No,No,Yes,No,Yes,Yes,Optic
1970-KKFWL,F,38,No,0,No,No,No,No,No,No,No,No,None
1971-DTCZB,female,52,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
1972-XMUWV,f,46,Yes,0,Yes,No,No,No,Yes,Yes,No,No,Cable
1976-AZZPJ,m,47,Yes,0,Yes,Yes,Yes,No,No,No,No,No,DSL
1976-CFOCS,f,69,Yes,0,Yes,No,No,No,No,No,No,No,DSL
1977-STDKI,f,72,No,0,NA,No,Yes,No,No,No,No,No,Optic
1980-KXVPM,Female,68,No,0,No,No,No,No,No,No,No,No,Optic
1981-INRFU,female,44,No,0,No,No,No,No,No,Yes,No,No,Fiber Optic
1982-FEBTD,f,27,Yes,2,NA,No,No,No,No,No,No,No,None
1984-FCOWB,Female,21,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
1984-GPTEH,female,47,No,0,No,No,No,No,No,No,No,No,None
1985-MBRYP,Female,44,No,0,No,No,No,No,No,No,No,No,None
1986-PHGZF,male,73,No,0,No,Yes,Yes,No,No,No,No,No,DSL 
1987-AUELQ,Female,46,Yes,0,NA,No,No,No,No,No,No,No,None
1989-PRJHP,M,75,Yes,0,NA,No,No,No,No,No,No,No,Fiber
1991-VOPLL,female,45,No,0,NA,No,No,No,No,No,No,No,None
1996-DBMUS,female,72,Yes,0,NA,No,No,No,No,No,No,No,Fiber
1998-VHJHK,Female,36,No,0,No,No,No,No,No,No,No,No,None
2000-DHJUY,female,67,Yes,0,NA,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL 
2000-MPKCA,female,51,No,0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
2001-EWBQU,female,23,No,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Optic
2001-MCUUW,Male,51,No,0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2002-MZHWP,F,24,No,0,No,No,No,No,No,No,No,No,None
2003-CKLOR,male,62,No,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Cable
2004-OCQXK,f,44,No,0,NA,No,No,No,No,No,Yes,Yes,Fiber Optic
2005-DWQZJ,F,26,Yes,1,Yes,No,No,No,No,No,No,No,None
2007-QVGAW,f,51,Yes,1,Yes,No,No,No,No,No,No,No,None
2011-TRQYE,M,59,No,0,No,No,Yes,Yes,No,No,No,No,DSL
2012-NWRPA,Female,78,Yes,0,Yes,No,No,Yes,No,Yes,Yes,No,Fiber Optic
2013-SGDXK,female,27,No,0,No,No,Yes,No,No,Yes,No,No,Fiber
2014-MKGMH,F,45,No,0,No,No,No,Yes,No,Yes,Yes,Yes,Fiber
2017-CCBLH,f,55,No,0,NA,No,No,No,No,No,No,No,None
2018-PZKMU,male,32,Yes,3,NA,No,No,Yes,Yes,Yes,Yes,Yes,Fiber
2018-QKYGT,Male,19,Yes,3,Yes,No,No,No,No,No,Yes,Yes,Fiber Optic
2019-HDCZY,m,35,Yes,0,NA,No,No,Yes,No,Yes,Yes,Yes,Optic
2023-VQFDL,male,42,No,0,No,No,No,No,No,No,No,No,None
2024-BASKD,female,23,No,0,No,No,No,Yes,No,No,No,No,Fiber
2025-JKFWI,Male,31,No,0,NA,No,No,No,Yes,Yes,Yes,Yes,Optic
2026-TGDHM,female,54,No,0,NA,No,No,No,No,No,Yes,Yes,Optic
2027-CWDNU,Male,45,Yes,3,Yes,No,No,No,Yes,No,Yes,Yes,Fiber
2027-DNKIV,m,28,Yes,3,Yes,Yes,No,Yes,Yes,No,No,No,DSL
2027-FECZV,male,44,No,0,No,No,Yes,Yes,No,Yes,Yes,Yes,Fiber Optic
2027-OAQQC,f,64,No,0,No,No,No,Yes,No,Yes,Yes,Yes,DSL 
2027-WKXMW,F,49,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2030-BTZRO,Male,54,Yes,3,Yes,No,No,No,No,No,No,No,None
2034-CGRHZ,Male,73,No,0,No,No,Yes,Yes,No,Yes,Yes,No,Fiber Optic
2034-GDRCN,female,47,No,0,No,No,No,No,No,Yes,Yes,Yes,Optic
2037-SGXHH,M,25,Yes,0,NA,No,Yes,Yes,No,Yes,No,No,Fiber
2037-XJFUP,Male,24,Yes,0,Yes,No,No,Yes,No,Yes,Yes,Yes,Optic
2038-LLMLM,f,35,No,0,NA,No,No,Yes,Yes,Yes,Yes,Yes,Optic
2038-OEQZH,Male,63,No,0,No,No,No,Yes,No,No,Yes,Yes,Fiber
2038-YSEZE,female,48,No,0,No,Yes,Yes,No,Yes,No,No,No,DSL 
2039-JONDJ,m,50,No,0,NA,Yes,Yes,No,No,No,No,No,DSL 
2040-LDIWQ,M,51,Yes,0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,DSL
2040-OBMLJ,m,24,No,0,No,No,No,No,Yes,No,No,No,Fiber
2040-VZIKE,Female,56,Yes,0,NA,Yes,No,No,No,Yes,Yes,Yes,Optic
2040-XBAVJ,m,51,Yes,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Fiber Optic
2041-JIJCI,female,37,No,0,NA,No,Yes,No,No,No,Yes,Yes,Cable
2043-WVTQJ,Male,61,Yes,0,NA,Yes,No,Yes,No,No,No,No,cable
2045-BMBTJ,f,80,NA,0,No,Yes,Yes,Yes,No,Yes,Yes,No,DSL 
2049-BAFNW,female,60,No,0,No,No,No,Yes,Yes,No,No,No,DSL
2050-ONYDQ,Female,48,NA,1,Yes,No,No,No,No,No,No,No,None
2054-PJOCK,female,32,No,0,No,No,No,Yes,Yes,Yes,Yes,Yes,cable
2055-BFOCC,male,65,Yes,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,DSL
2055-PDADH,Female,71,No,0,No,No,No,No,No,No,No,No,Fiber
2055-SIFSS,Female,75,Yes,0,NA,No,No,No,No,No,No,No,Cable
2056-EVGZL,male,56,Yes,2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Fiber
2057-BOYKM,F,70,Yes,0,Yes,Yes,Yes,Yes,Yes,No,No,No,Fiber
