customer_id,tenure,internet_service,phone_service,multiple_lines,avg_monthly_gb_download,unlimited_data,offer,referred_a_friend,number_of_referrals
2842-JTCCU,2,Yes,Yes,No,52,No,Offer E,No,0
2843-CQMEG,24,Yes,Yes,No,59,Yes,Offer C,No,0
2845-AFFTX,41,Yes,Yes,Yes,15,Yes,None,No,0
2845-HSJCY,14,Yes,Yes,Yes,19,Yes,None,Yes,1
2845-KDHVX,64,Yes,Yes,No,25,Yes,None,Yes,9
2848-YXSMW,72,No,Yes,No,0,No,Offer A,Yes,1
2851-MMUTZ,27,Yes,Yes,No,53,Yes,None,No,0
2851-STERV,35,Yes,Yes,No,18,Yes,None,No,0
2853-CWQFQ,1,Yes,Yes,No,48,Yes,None,No,0
2856-HYAPG,1,Yes,Yes,No,28,Yes,Offer E,No,0
2856-NNASM,43,Yes,Yes,No,6,Yes,None,No,0
2858-EIMXH,53,Yes,Yes,Yes,12,Yes,None,Yes,1
2858-MOFSQ,17,Yes,Yes,Yes,21,Yes,None,No,0
2860-RANUS,20,Yes,Yes,Yes,15,Yes,Offer D,No,0
2862-JVEOY,6,No,Yes,No,0,No,None,No,0
2862-PFNIK,1,Yes,No,No,21,No,None,No,0
2863-IMQDR,61,Yes,Yes,Yes,8,Yes,None,No,0
2865-TCHJW,4,Yes,Yes,Yes,24,Yes,None,No,0
2866-IKBTM,1,No,Yes,No,0,No,None,No,0
2867-UIMSS,1,Yes,Yes,No,69,Yes,None,No,0
2868-LLSKM,68,Yes,Yes,Yes,29,Yes,Offer A,Yes,1
2868-MZAGQ,1,Yes,Yes,No,5,Yes,Offer E,No,0
2868-SNELZ,2,Yes,Yes,Yes,20,Yes,None,No,0
2869-ADAWR,45,Yes,Yes,Yes,24,Yes,Offer B,No,0
2873-ZLIWT,40,Yes,Yes,Yes,19,Yes,Offer B,Yes,1
2874-YXVVA,34,Yes,Yes,No,2,Yes,None,No,0
2876-GZYZC,13,Yes,Yes,Yes,22,Yes,None,No,0
2876-VBBBL,1,No,Yes,No,0,No,Offer E,No,0
2877-VDUER,35,Yes,No,No,30,Yes,None,Yes,6
2878-DHMIN,35,No,Yes,No,0,No,None,Yes,7
2878-RMWXY,72,Yes,Yes,Yes,5,Yes,None,Yes,5
2880-FPNAE,2,Yes,Yes,No,14,Yes,Offer E,Yes,1
2882-DDZPG,12,No,Yes,No,0,No,None,No,0
2882-WDTBA,69,Yes,Yes,No,18,Yes,Offer A,Yes,4
2883-ILGWO,57,Yes,Yes,Yes,15,No,None,No,0
2884-GBPFB,35,Yes,Yes,No,4,No,Offer C,Yes,4
2885-HIJDH,69,Yes,Yes,Yes,53,Yes,None,Yes,9
2886-KEFUM,63,Yes,Yes,Yes,21,No,None,Yes,1
2887-JPYLU,41,Yes,Yes,No,28,Yes,None,No,0
2888-ADFAO,47,No,Yes,No,0,No,None,Yes,5
2889-FPWRM,72,Yes,Yes,Yes,8,Yes,None,Yes,1
2890-WFBHU,59,Yes,Yes,Yes,73,Yes,Offer B,No,0
2892-GESUL,18,No,Yes,No,0,No,None,Yes,5
2894-QOJRX,25,Yes,No,No,82,Yes,Offer C,Yes,1
2896-TBNBE,40,Yes,Yes,No,24,Yes,Offer B,Yes,5
2897-DOVND,2,Yes,Yes,No,14,No,None,No,0
2898-LSJGD,21,Yes,No,No,69,No,None,Yes,1
2898-MRKPI,68,Yes,Yes,Yes,18,Yes,Offer A,Yes,10
2900-PHPLN,70,No,Yes,No,0,No,Offer A,Yes,2
2903-YYTBW,1,Yes,Yes,No,18,Yes,None,Yes,1
2904-GGUAZ,72,Yes,Yes,Yes,52,Yes,Offer A,Yes,8
2905-KFQUV,2,Yes,Yes,No,14,Yes,None,Yes,9
2907-ILJBN,11,No,Yes,No,0,No,None,Yes,7
2908-WGAXL,56,No,Yes,Yes,0,No,None,Yes,9
2908-ZTPNF,36,Yes,No,No,2,Yes,Offer C,No,0
2911-IJORQ,37,Yes,Yes,Yes,6,Yes,None,No,0
2911-UREFD,39,Yes,No,No,13,Yes,None,Yes,3
2911-WDXMV,18,Yes,Yes,Yes,48,Yes,Offer D,No,0
2916-BQZLN,19,Yes,Yes,Yes,41,Yes,None,No,0
2919-HBCJO,4,Yes,Yes,No,17,Yes,None,No,0
2920-RNCEZ,1,Yes,Yes,No,14,Yes,None,Yes,10
2921-XWDJH,38,Yes,Yes,No,15,Yes,None,No,0
2923-ARZLG,0,No,Yes,No,0,No,Offer E,Yes,5
2924-KHUVI,56,Yes,Yes,Yes,48,Yes,None,Yes,7
2925-MXLSX,30,Yes,Yes,Yes,18,Yes,Offer C,No,0
2925-VDZHY,72,Yes,Yes,Yes,19,Yes,Offer A,Yes,1
2926-JEJJC,8,No,Yes,No,0,No,None,No,0
2927-CVULT,53,Yes,Yes,Yes,17,Yes,Offer B,Yes,1
2927-QRRQV,46,Yes,Yes,Yes,3,Yes,Offer B,Yes,1
2928-HLDBA,6,No,Yes,No,0,No,Offer E,No,0
2929-ERCFZ,8,Yes,Yes,No,76,Yes,Offer E,Yes,1
2929-QNSRW,56,Yes,Yes,Yes,48,No,None,Yes,1
2930-UOTMB,31,Yes,Yes,Yes,52,No,Offer C,No,0
2931-FSOHN,13,Yes,Yes,No,30,Yes,None,No,0
2931-SVLTV,40,Yes,Yes,Yes,22,Yes,Offer B,Yes,6
2931-VUVJN,59,Yes,Yes,Yes,13,No,None,No,0
2931-XIQBR,50,Yes,Yes,No,27,Yes,None,Yes,7
2933-FILNV,2,Yes,No,No,52,Yes,None,No,0
2933-XEUJM,46,Yes,Yes,Yes,2,Yes,Offer B,No,0
2937-FTHUR,18,Yes,Yes,Yes,28,Yes,Offer D,No,0
2946-KIQSP,35,Yes,No,No,12,No,Offer C,No,0
2947-DOMLJ,1,Yes,Yes,No,13,Yes,None,No,0
2951-QOQTK,4,Yes,Yes,Yes,76,Yes,None,No,0
2952-QAYZF,5,Yes,Yes,Yes,27,Yes,None,No,0
2954-PIBKO,69,Yes,Yes,Yes,17,No,None,Yes,7
2955-BJZHG,17,Yes,Yes,No,3,Yes,None,Yes,1
2955-PSXOE,1,No,Yes,No,0,No,None,No,0
2956-GGUCQ,24,Yes,Yes,Yes,22,Yes,None,Yes,1
2957-JIRMN,62,Yes,Yes,Yes,3,Yes,None,No,0
2957-LOLHO,12,Yes,Yes,No,14,Yes,None,No,0
2958-NHPPS,23,No,Yes,No,0,No,None,No,0
2959-EEXWB,45,Yes,No,No,18,Yes,Offer B,Yes,10
2959-FENLU,9,Yes,Yes,No,8,No,None,No,0
2959-MJHIC,4,Yes,Yes,No,13,Yes,None,Yes,3
2960-NKRSO,24,Yes,Yes,No,24,Yes,None,No,0
2961-VNFKL,71,No,Yes,Yes,0,No,Offer A,Yes,2
2962-XPMCQ,2,Yes,Yes,No,21,Yes,Offer E,No,0
2967-MXRAV,1,No,Yes,No,0,No,None,Yes,9
2968-SSGAA,10,Yes,Yes,Yes,3,Yes,None,No,0
2969-QWUBZ,2,Yes,No,No,21,Yes,None,No,0
2969-VAPYH,67,Yes,Yes,No,73,Yes,Offer A,No,0
2969-WGHQO,7,Yes,Yes,No,29,Yes,None,Yes,1
2971-SGAFL,13,Yes,Yes,Yes,23,No,Offer D,No,0
2972-YDYUW,57,Yes,Yes,Yes,7,Yes,None,No,0
2974-GGUXS,36,Yes,Yes,Yes,16,Yes,Offer C,No,0
2977-CEBSX,66,Yes,Yes,Yes,24,Yes,None,No,0
2978-XXSOG,22,Yes,Yes,Yes,24,Yes,Offer D,No,0
2979-SXESE,17,Yes,Yes,Yes,12,Yes,Offer D,Yes,1
2982-IHMFT,1,Yes,Yes,Yes,16,Yes,None,No,0
2982-VPSGI,11,Yes,Yes,Yes,18,Yes,Offer D,Yes,1
2983-ZANRP,2,Yes,Yes,No,59,Yes,None,Yes,1
2984-AFWNC,3,Yes,Yes,No,28,Yes,None,No,0
2984-MIIZL,4,Yes,Yes,No,29,Yes,None,No,0
2984-RGEYA,69,No,Yes,No,0,No,Offer A,Yes,9
2984-TBYKU,72,Yes,Yes,Yes,25,Yes,Offer A,Yes,6
2985-FMWYF,23,Yes,Yes,Yes,23,Yes,Offer D,No,0
2985-JUUBZ,40,Yes,Yes,Yes,75,Yes,Offer B,Yes,5
2987-BJXIK,70,Yes,Yes,Yes,10,Yes,None,No,0
2988-GBIVW,70,Yes,Yes,Yes,25,Yes,None,Yes,10
2988-PLAHS,3,Yes,Yes,No,17,No,Offer E,No,0
2988-QRAJY,69,Yes,Yes,Yes,73,Yes,Offer A,No,0
2990-HWIML,6,Yes,Yes,No,25,Yes,Offer E,No,0
2990-IAJSV,72,Yes,Yes,Yes,20,Yes,None,No,0
2990-OGYTD,67,Yes,Yes,Yes,23,Yes,Offer A,Yes,1
2995-UPRYS,40,Yes,Yes,No,22,Yes,None,Yes,1
2995-YWTCD,19,No,Yes,Yes,0,No,None,Yes,1
2996-XAUVF,70,Yes,No,No,59,Yes,Offer A,No,0
2999-AANRQ,21,Yes,Yes,No,71,No,None,No,0
3001-CBHLQ,32,Yes,Yes,Yes,22,Yes,Offer C,Yes,1
3001-UNBTL,29,Yes,Yes,Yes,19,Yes,Offer C,Yes,1
3002-WQZWT,29,Yes,Yes,Yes,82,Yes,Offer C,No,0
3003-CMDUU,25,Yes,Yes,No,52,No,None,No,0
3005-NFMTA,55,Yes,Yes,Yes,21,Yes,Offer B,No,0
3005-TYFRD,55,Yes,Yes,Yes,25,Yes,Offer B,Yes,4
3006-XIMLN,2,Yes,Yes,Yes,13,Yes,None,No,0
3007-FDPEA,2,No,Yes,No,0,No,None,No,0
3009-JWMPU,62,Yes,Yes,Yes,9,Yes,Offer B,No,0
3011-WQKSZ,19,No,Yes,No,0,No,Offer D,No,0
3012-VFFMN,7,No,Yes,No,0,No,None,Yes,7
3014-WJKSM,29,Yes,Yes,No,59,Yes,None,Yes,10
3016-KSVCP,29,Yes,No,No,22,Yes,Offer C,Yes,4
3018-TFTSU,12,Yes,Yes,No,3,Yes,Offer D,No,0
3021-VLNRJ,50,Yes,Yes,No,71,Yes,Offer B,No,0
3022-BEXHZ,67,Yes,Yes,Yes,47,Yes,None,Yes,6
3023-GFLBR,33,Yes,Yes,Yes,28,Yes,None,Yes,1
3026-ATZYV,37,Yes,Yes,No,23,Yes,Offer C,Yes,3
3027-YNWZU,64,No,Yes,Yes,0,No,Offer B,Yes,5
3027-ZTDHO,1,Yes,Yes,No,53,Yes,Offer E,No,0
3030-YDNRM,8,Yes,Yes,Yes,7,Yes,Offer E,No,0
3030-YZADT,9,Yes,Yes,No,26,No,Offer E,No,0
3030-ZKIWL,1,No,Yes,No,0,No,None,No,0
3034-ZBEQN,48,Yes,No,No,22,Yes,None,Yes,1
3038-PQIUY,38,Yes,Yes,Yes,13,Yes,None,No,0
3039-MJSLN,3,No,Yes,No,0,No,None,No,0
3043-SUDUA,32,No,Yes,No,0,No,Offer C,No,0
3043-TYBNO,3,Yes,Yes,No,11,Yes,None,No,0
3045-XETSH,10,Yes,Yes,Yes,21,Yes,None,No,0
3049-NDXFL,1,Yes,Yes,Yes,59,Yes,Offer E,No,0
3049-SOLAY,3,Yes,Yes,Yes,42,No,None,Yes,5
3050-GBUSH,3,Yes,No,No,46,Yes,None,No,0
3050-RLLXC,56,Yes,Yes,Yes,30,Yes,Offer B,Yes,10
3055-MJDSB,9,Yes,No,No,52,Yes,Offer E,No,0
3055-OYMSE,53,Yes,Yes,No,15,Yes,None,No,0
3055-VTCGS,63,Yes,Yes,No,9,Yes,Offer B,No,0
3057-VJJQE,35,Yes,Yes,Yes,21,Yes,None,No,0
3058-HJCUY,41,Yes,Yes,Yes,10,Yes,Offer B,Yes,1
3058-WQDRE,13,Yes,No,No,16,Yes,Offer D,No,0
3059-NGMXB,14,Yes,Yes,Yes,76,Yes,Offer D,Yes,8
3061-BCKYI,14,No,Yes,No,0,No,Offer D,No,0
3062-ICYZQ,51,Yes,Yes,Yes,75,Yes,None,Yes,9
3063-QFSZL,1,Yes,Yes,No,4,Yes,Offer E,No,0
3066-RRJIO,1,Yes,Yes,No,46,Yes,Offer E,No,0
3067-SVMTC,68,Yes,Yes,No,14,No,None,Yes,9
3068-OMWZA,1,Yes,Yes,Yes,20,No,None,No,0
3069-SSVSN,1,Yes,No,No,18,Yes,None,No,0
3070-BDOQC,60,Yes,Yes,No,21,Yes,None,No,0
3070-DVEYC,7,Yes,Yes,Yes,7,Yes,None,No,0
3070-FNFZQ,23,No,Yes,No,0,No,Offer D,Yes,1
3071-MVJCD,72,Yes,Yes,Yes,15,Yes,Offer A,Yes,10
3071-VBYPO,3,Yes,Yes,No,12,Yes,Offer E,Yes,1
3074-GQWYX,5,Yes,Yes,Yes,59,Yes,None,No,0
3077-RSNTJ,6,No,Yes,No,0,No,None,Yes,9
3078-ZKNTS,13,No,Yes,No,0,No,None,Yes,7
3079-BCHLN,47,No,Yes,No,0,No,Offer B,No,0
3082-VQXNH,3,Yes,No,No,4,Yes,Offer E,Yes,1
3082-WQRVY,14,No,Yes,No,0,No,None,Yes,8
3082-YVEKW,23,Yes,Yes,Yes,12,Yes,None,Yes,10
3084-DOWLE,72,Yes,Yes,Yes,16,No,Offer A,Yes,8
3085-QUOZK,1,Yes,Yes,No,9,Yes,Offer E,No,0
3086-RUCRN,66,Yes,Yes,Yes,20,Yes,Offer A,No,0
3088-FVYWK,53,No,Yes,Yes,0,No,Offer B,Yes,3
3088-LHEFH,11,Yes,Yes,Yes,48,Yes,Offer D,No,0
3090-HAWSU,61,Yes,Yes,Yes,11,Yes,None,No,0
3090-LETTY,2,Yes,Yes,Yes,12,Yes,None,No,0
3090-QFUVD,1,No,Yes,No,0,No,None,No,0
3091-FYHKI,1,Yes,No,No,22,Yes,Offer E,No,0
3092-IGHWF,67,Yes,Yes,Yes,10,Yes,Offer A,Yes,1
3094-JOJAI,18,Yes,Yes,Yes,20,Yes,None,No,0
3096-GKWEB,18,Yes,Yes,Yes,16,Yes,None,Yes,1
3096-IZETN,12,Yes,Yes,No,18,Yes,Offer D,No,0
3096-JRDSO,27,Yes,Yes,Yes,27,Yes,Offer C,Yes,5
3096-WPXBT,61,Yes,Yes,Yes,19,No,Offer B,Yes,5
3096-YXENJ,65,Yes,Yes,Yes,52,Yes,None,Yes,1
3097-FQTVJ,41,No,Yes,No,0,No,Offer B,No,0
3097-IDVPU,19,Yes,Yes,Yes,13,No,Offer D,Yes,10
3097-NNSPB,2,Yes,Yes,No,13,No,Offer E,No,0
3097-NQYSN,2,Yes,Yes,Yes,11,No,None,Yes,3
3097-PYWXL,4,No,Yes,No,0,No,None,Yes,1
3099-OONVS,25,Yes,Yes,No,22,Yes,Offer C,Yes,6
3104-OWCGK,60,Yes,Yes,No,52,Yes,Offer B,Yes,1
3106-ULWFW,8,Yes,Yes,Yes,16,Yes,Offer E,No,0
3108-PCCGG,72,Yes,Yes,Yes,9,Yes,Offer A,Yes,3
3113-IWHLC,5,Yes,Yes,No,51,Yes,None,No,0
3115-CZMZD,0,No,Yes,No,0,No,None,No,0
3115-JPJDD,59,Yes,Yes,No,12,Yes,None,Yes,1
3118-UHVVQ,68,No,Yes,Yes,0,No,Offer A,Yes,8
3120-FAZKD,54,No,Yes,Yes,0,No,Offer B,Yes,7
3125-RAHBV,22,No,Yes,No,0,No,Offer D,No,0
3126-WQMGH,49,Yes,Yes,Yes,41,No,None,Yes,6
3128-YOVTD,51,Yes,Yes,No,71,Yes,None,Yes,6
3129-AAQOU,19,No,Yes,Yes,0,No,Offer D,Yes,4
3130-ICDUP,2,Yes,Yes,Yes,11,Yes,None,No,0
3131-NWVFJ,14,No,Yes,No,0,No,None,Yes,9
3132-TVFDZ,57,Yes,No,No,3,Yes,None,Yes,1
3133-PZNSR,72,Yes,Yes,Yes,59,Yes,None,Yes,1
3134-DSHVC,63,Yes,Yes,Yes,21,Yes,None,No,0
3137-LUPIX,4,Yes,Yes,Yes,19,Yes,None,No,0
3137-NYQQI,17,Yes,Yes,No,11,Yes,Offer D,Yes,2
3138-BKYAV,6,Yes,Yes,No,27,Yes,None,No,0
3143-ILDAL,56,Yes,Yes,Yes,51,Yes,None,No,0
3143-JQEGI,13,Yes,Yes,No,10,Yes,None,Yes,1
3144-AUDBS,6,Yes,Yes,No,28,Yes,Offer E,Yes,1
3144-KMTWZ,71,Yes,Yes,Yes,7,No,Offer A,Yes,8
3146-JTQHR,10,No,Yes,No,0,No,Offer D,Yes,3
3146-MSEGF,72,Yes,Yes,Yes,6,Yes,Offer A,Yes,1
3148-AOIQT,69,No,Yes,Yes,0,No,None,Yes,10
3148-BLQJT,1,No,Yes,No,0,No,Offer E,No,0
3154-CFSZG,47,Yes,Yes,No,20,Yes,None,Yes,3
3154-HMWUU,60,No,Yes,No,0,No,Offer B,Yes,9
3156-QLHBO,2,No,Yes,No,0,No,None,No,0
3158-MOERK,2,Yes,Yes,Yes,28,Yes,None,No,0
3160-TYXLT,53,Yes,No,No,24,Yes,Offer B,No,0
3161-GETRM,34,Yes,Yes,Yes,57,Yes,Offer C,Yes,10
3161-ONRWK,60,Yes,Yes,No,30,Yes,Offer B,Yes,4
3162-KKZXO,55,Yes,Yes,Yes,3,Yes,None,No,0
3162-ZJZFU,53,Yes,Yes,No,52,Yes,None,Yes,5
3164-AALRN,5,Yes,Yes,No,22,No,None,No,0
3164-YAXFY,57,Yes,No,No,30,Yes,Offer B,No,0
3165-HDOEW,1,Yes,Yes,No,6,Yes,None,Yes,1
3166-PNEOF,61,Yes,Yes,Yes,24,Yes,Offer B,No,0
3167-SNQPL,38,Yes,Yes,Yes,27,Yes,None,Yes,9
3170-GWYKC,60,Yes,Yes,No,48,Yes,None,No,0
3170-NMYVV,50,No,Yes,No,0,No,Offer B,Yes,5
3173-NVMPX,9,Yes,Yes,Yes,22,Yes,None,Yes,1
3173-WSSUE,71,No,Yes,No,0,No,None,Yes,5
3174-AKMAS,46,Yes,Yes,No,6,Yes,None,Yes,1
3174-RKMOW,35,Yes,Yes,Yes,73,Yes,None,Yes,8
3177-LASXD,1,Yes,Yes,No,13,No,None,No,0
3178-CIFOT,23,No,Yes,No,0,No,Offer D,No,0
3178-FESZO,1,Yes,Yes,Yes,17,Yes,Offer E,No,0
3179-GBRWV,21,Yes,Yes,No,30,Yes,None,Yes,5
3181-MIZBN,16,No,Yes,No,0,No,None,Yes,2
3181-VTHOE,70,Yes,No,No,41,No,None,Yes,10
3186-AJIEK,66,Yes,Yes,No,11,Yes,None,No,0
3186-BAXNB,1,Yes,Yes,No,52,Yes,Offer E,No,0
3190-FZATL,14,No,Yes,No,0,No,None,No,0
3190-ITQXP,46,No,Yes,No,0,No,None,Yes,7
3190-XFANI,49,Yes,Yes,Yes,3,Yes,None,No,0
3191-CSNMG,3,Yes,Yes,No,17,Yes,Offer E,Yes,5
3192-LNKRK,34,Yes,Yes,No,26,Yes,None,Yes,10
3192-NQECA,68,Yes,Yes,Yes,47,Yes,Offer A,Yes,4
3194-ORPIK,50,Yes,Yes,Yes,17,Yes,None,Yes,1
3195-TQDZX,3,No,Yes,No,0,No,None,No,0
3196-NVXLZ,25,Yes,Yes,Yes,59,Yes,Offer C,No,0
3197-ARFOY,19,Yes,Yes,No,12,No,None,No,0
3197-NNYNB,65,Yes,Yes,Yes,30,Yes,Offer B,No,0
3198-VELRD,3,Yes,Yes,Yes,30,Yes,None,Yes,1
3199-NPKCN,67,Yes,Yes,Yes,23,Yes,None,Yes,1
3199-XGZCY,8,Yes,Yes,Yes,3,Yes,None,No,0
3200-MNQTF,67,Yes,Yes,Yes,15,Yes,None,Yes,8
3205-MXZRA,26,Yes,Yes,No,6,Yes,Offer C,No,0
3207-OYBWH,57,Yes,Yes,Yes,21,Yes,None,Yes,1
3208-YPIOE,39,Yes,Yes,Yes,5,Yes,Offer C,No,0
3209-ZPKFI,47,Yes,Yes,Yes,26,Yes,Offer B,Yes,1
3211-AAPKX,20,Yes,Yes,Yes,59,Yes,None,No,0
3211-ILJTT,17,Yes,Yes,No,11,Yes,None,Yes,1
3212-KXOCR,52,No,Yes,No,0,No,None,No,0
3213-VVOLG,0,No,Yes,Yes,0,No,None,Yes,3
3214-IYUUQ,61,Yes,Yes,No,69,Yes,None,No,0
3217-FZDMN,8,Yes,Yes,No,8,Yes,Offer E,No,0
3219-JQRSL,72,Yes,Yes,Yes,13,Yes,None,Yes,1
3221-CJMSG,24,Yes,Yes,No,2,Yes,None,No,0
3223-DWFIO,4,Yes,Yes,No,25,Yes,None,No,0
3223-WZWJM,26,Yes,Yes,Yes,20,Yes,None,No,0
3224-DFQNQ,66,Yes,Yes,Yes,8,Yes,None,Yes,10
3227-WLKLI,65,Yes,Yes,Yes,26,Yes,None,Yes,1
3229-USWAR,34,Yes,Yes,No,23,Yes,Offer C,No,0
3230-IUALN,45,Yes,Yes,No,29,Yes,None,Yes,10
3230-JCNZS,71,Yes,Yes,Yes,17,Yes,Offer A,Yes,4
3230-WYKIR,18,Yes,Yes,Yes,5,Yes,None,No,0
3234-VKACU,2,Yes,Yes,No,48,Yes,None,No,0
3235-ETOOB,8,Yes,Yes,No,23,Yes,None,Yes,1
3237-AJGEH,3,Yes,No,No,19,No,None,Yes,1
3239-TPHPZ,12,No,Yes,No,0,No,Offer D,Yes,10
3243-ZHOHY,16,No,Yes,No,0,No,Offer D,No,0
3244-CQPHU,72,Yes,Yes,Yes,23,Yes,Offer A,No,0
3244-DCJWY,1,Yes,Yes,No,59,Yes,Offer E,No,0
3247-MHJKM,1,No,Yes,No,0,No,None,No,0
3247-ZVOUO,10,Yes,Yes,Yes,27,Yes,Offer D,No,0
3249-VHRIP,62,Yes,No,No,30,Yes,Offer B,No,0
3249-ZPQRG,4,Yes,Yes,Yes,58,Yes,Offer E,No,0
3251-YMVWZ,53,No,Yes,Yes,0,No,Offer B,No,0
3253-HKOKL,52,Yes,Yes,No,19,Yes,None,Yes,7
3254-YRILK,19,Yes,Yes,Yes,9,Yes,Offer D,No,0
3255-GRXMG,18,Yes,Yes,No,28,No,Offer D,No,0
3256-EZDBI,51,Yes,No,No,21,Yes,Offer B,Yes,1
3258-SANFR,6,Yes,Yes,No,7,Yes,Offer E,No,0
3258-SYSWS,72,Yes,Yes,Yes,26,Yes,None,No,0
3258-ZKPAI,72,Yes,Yes,Yes,52,Yes,None,Yes,7
3259-FDWOY,71,Yes,Yes,Yes,12,Yes,Offer A,Yes,3
3259-KNMRR,57,Yes,Yes,Yes,16,Yes,Offer B,No,0
3259-QMXUN,58,Yes,Yes,Yes,2,No,Offer B,Yes,3
3261-CQXOL,71,No,Yes,Yes,0,No,Offer A,No,0
3262-EIDHV,72,Yes,Yes,Yes,19,Yes,Offer A,Yes,1
3266-FTKHB,17,No,Yes,No,0,No,None,No,0
3269-ATYWD,39,Yes,Yes,Yes,23,No,Offer C,No,0
3272-VUHPV,8,Yes,Yes,No,59,No,None,Yes,10
3274-NSDWE,68,No,Yes,No,0,No,None,No,0
3275-RHRNE,28,Yes,No,No,52,Yes,None,Yes,8
3276-HDUEG,1,Yes,Yes,Yes,58,Yes,Offer E,No,0
3278-FSIXX,2,Yes,Yes,No,26,Yes,Offer E,No,0
3279-DYZQM,71,No,Yes,No,0,No,None,Yes,6
3280-MRDOF,30,Yes,Yes,Yes,30,Yes,None,No,0
3280-NMUVX,34,No,Yes,No,0,No,None,Yes,7
3282-ZISZV,32,Yes,Yes,Yes,15,Yes,None,No,0
3283-WCWXT,6,No,Yes,Yes,0,No,Offer E,Yes,8
3284-SVCRO,45,No,Yes,Yes,0,No,Offer B,Yes,6
3285-UCQVC,37,Yes,No,No,10,Yes,None,No,0
3292-PBZEJ,11,Yes,Yes,Yes,13,No,None,No,0
3295-YVUSR,2,Yes,Yes,Yes,30,Yes,None,No,0
3296-SILRA,1,Yes,Yes,No,6,Yes,None,Yes,6
3298-QEICA,23,Yes,No,No,42,Yes,None,Yes,10
3301-LSLWQ,29,Yes,Yes,Yes,26,Yes,None,No,0
3301-VKTGC,68,Yes,Yes,Yes,85,Yes,None,Yes,1
3307-TLCUD,17,Yes,No,No,10,Yes,None,Yes,1
3308-DGHKL,69,No,Yes,No,0,No,None,No,0
3308-JSGML,59,Yes,No,No,6,Yes,None,Yes,3
3308-MHOOC,1,No,Yes,No,0,No,None,No,0
3312-UUMZW,32,Yes,Yes,Yes,9,Yes,None,Yes,3
3312-ZWLGF,29,Yes,Yes,Yes,2,Yes,None,No,0
3313-QKNKB,59,Yes,Yes,Yes,52,Yes,Offer B,No,0
3315-IKYZQ,28,Yes,No,No,19,Yes,Offer C,Yes,2
3315-TOTBP,15,Yes,Yes,Yes,52,Yes,Offer D,No,0
3316-UWXUY,50,Yes,Yes,No,21,Yes,Offer B,No,0
3317-HRTNN,5,Yes,No,No,15,Yes,None,No,0
3317-VLGQT,14,Yes,Yes,No,16,Yes,None,Yes,7
3318-ISQFQ,20,No,Yes,No,0,No,Offer D,No,0
3318-NMQXL,3,Yes,Yes,No,9,Yes,Offer E,No,0
3318-OSATS,35,Yes,Yes,Yes,29,No,Offer C,No,0
3319-DWOEP,6,Yes,Yes,No,6,Yes,Offer E,No,0
3320-VEOYC,14,Yes,Yes,Yes,10,Yes,None,No,0
3323-CPBWR,23,Yes,Yes,Yes,6,Yes,Offer D,No,0
3324-OIRTO,71,Yes,Yes,No,59,Yes,Offer A,Yes,1
3325-FUYCG,28,Yes,Yes,Yes,24,Yes,Offer C,Yes,1
3327-YBAKM,64,Yes,Yes,No,21,Yes,None,Yes,10
3329-WDIOK,3,Yes,No,No,25,Yes,None,No,0
3331-HQDTW,34,Yes,Yes,Yes,76,Yes,None,No,0
3334-CTHOL,1,Yes,Yes,Yes,4,Yes,None,No,0
3336-JORSO,33,Yes,Yes,Yes,25,No,Offer C,No,0
3338-CVVEH,12,Yes,Yes,Yes,8,Yes,Offer D,No,0
3339-EAQNV,72,Yes,Yes,Yes,20,Yes,None,Yes,7
3340-QBBFM,36,Yes,Yes,No,28,Yes,Offer C,Yes,9
3345-JHUEO,4,No,Yes,No,0,No,None,No,0
3345-PBBFH,8,Yes,Yes,No,53,Yes,Offer E,Yes,6
3346-BRMIS,18,Yes,No,No,12,Yes,None,Yes,1
3347-YJZZE,29,Yes,Yes,Yes,27,Yes,None,Yes,6
3348-CFRNX,28,Yes,Yes,No,20,Yes,None,Yes,1
3349-ANQNH,59,Yes,Yes,Yes,9,Yes,None,No,0
3351-NGXYI,16,Yes,Yes,Yes,29,Yes,Offer D,No,0
3351-NQLDI,67,Yes,Yes,Yes,11,Yes,Offer A,Yes,1
3352-ALMCK,40,Yes,Yes,Yes,29,Yes,None,No,0
3352-RICWQ,9,No,Yes,No,0,No,Offer E,Yes,6
3354-OADJP,8,Yes,Yes,No,27,Yes,None,No,0
3359-DSRKA,58,No,Yes,No,0,No,Offer B,Yes,9
3363-DTIVD,71,Yes,Yes,Yes,53,Yes,Offer A,Yes,3
3363-EWLGO,5,No,Yes,No,0,No,None,No,0
3365-SAIGS,17,Yes,Yes,No,19,Yes,None,No,0
3370-GQEAL,30,Yes,Yes,Yes,19,No,None,Yes,9
3370-HXOPH,3,Yes,Yes,Yes,17,Yes,None,No,0
3372-CDXFJ,13,No,Yes,Yes,0,No,None,Yes,8
3372-KWFBM,16,Yes,Yes,Yes,22,Yes,None,No,0
3373-DIUUN,30,No,Yes,No,0,No,None,Yes,6
3373-YZZYM,1,No,Yes,No,0,No,None,Yes,10
3374-LXDEV,13,Yes,Yes,Yes,15,Yes,Offer D,No,0
3374-PZLXD,34,No,Yes,No,0,No,Offer C,No,0
3374-TTZTK,52,Yes,Yes,No,51,Yes,None,Yes,4
3376-BMGFE,4,Yes,Yes,No,27,Yes,Offer E,No,0
3378-AJRAO,44,No,Yes,Yes,0,No,None,Yes,7
