customer_id,contract,paperless_billing,payment_method,monthly_ charges,avg_monthly_long_distance_charges,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,unit
1094-BKOSX,One Year,No,Bank transfer (automatic),51,0,2264.5,0,0,0,2264.5,dollars
1095-JUDTC,Month-to-Month,Yes,Electronic check,95.05,14.22,4504.55,0,0,668.34,5172.89,dollars
1095-WGNGG,Two Year,Yes,Bank transfer (automatic),101.05,17.49,5971.25,0,0,1066.89,7038.14,dollars
1096-ADRUX,One Year,Yes,Bank transfer (automatic),74.25,37.84,4859.25,0,0,2497.44,7356.69,dollars
1097-FSPVW,Month-to-Month,No,Credit card (automatic),54.55,32.16,2455.05,0,0,1350.72,3805.77,dollars
1098-KFQEC,Two Year,No,Credit card (automatic),1939.9999999999998,27.75,1083,0,0,1526.25,2609.25,cents
1098-TDVUQ,Month-to-Month,Yes,Bank transfer (automatic),19.25,9.44,19.25,0,0,9.44,28.69,dollars
1099-BTKWT,One Year,Yes,Electronic check,54.4,0,3723.65,25.62,0,0,3698.03,dollars
1099-GODLO,Two Year,No,Mailed check,20.35,30.09,20.35,0,0,30.09,50.44,dollars
1100-DDVRV,Month-to-Month,Yes,Mailed check,4980,0,836.35,0,0,0,836.35,cents
1101-SSWAG,Month-to-Month,Yes,Electronic check,51.1,31.13,711.15,0,0,466.95,1178.1,dollars
1104-FEJAM,Month-to-Month,No,Electronic check,64.4,9.31,1802.15,0,0,260.68,2062.83,dollars
1104-TNLZA,Month-to-Month,Yes,Electronic check,105.8,24.35,2998,0,0,681.8,3679.8,dollars
1106-HRLKZ,Two Year,No,Mailed check,19.6,22.96,808.95,0,0,918.4,1727.35,dollars
1110-KYLGQ,Month-to-Month,No,Credit card (automatic),108.25,5.17,6780.1,0,0,325.71,7105.81,dollars
1112-CUNAO,Month-to-Month,No,Electronic check,89.85,4.28,1424.95,0,0,64.2,1489.15,dollars
1113-IUJYX,One Year,No,Mailed check,105.95,5.63,1348.9,0,0,78.82,1427.72,dollars
1114-CENIM,Month-to-Month,Yes,Credit card (automatic),55,6.7,3092.65,0,0,361.8,3454.45,dollars
1116-DXXDF,Two Year,Yes,Electronic check,100.45,37.94,3801.7,0,0,1479.66,5281.36,dollars
1116-FRYVH,Two Year,No,Mailed check,3940,0,1978.65,0,130,0,2108.65,cents
1120-BMWUB,Month-to-Month,Yes,Mailed check,5390,6.86,834.15,0,40,109.76,983.91,cents
1121-QSIVB,One Year,Yes,Mailed check,7755,5.07,3471.1,0,0,223.08,3694.18,cents
1122-JWTJW,Month-to-Month,Yes,Mailed check,70.65,37.68,70.65,0,0,37.68,108.33,dollars
1122-YJBCS,One Year,Yes,Credit card (automatic),53.65,14.18,3804.4,0,0,978.42,4782.82,dollars
1125-SNVCK,Two Year,No,Mailed check,43.8,35.65,2106.05,20.45,0,1746.85,3832.45,dollars
1131-ALZWV,One Year,No,Bank transfer (automatic),24.6,42.66,605.25,0,0,1023.84,1629.09,dollars
1131-QQZEB,Two Year,No,Bank transfer (automatic),23.95,30.72,1756.2,0,0,2181.12,3937.32,dollars
1131-SUEKT,One Year,Yes,Bank transfer (automatic),9845,41.57,6145.2,0,0,2535.77,8680.97,cents
1133-KXCGE,One Year,No,Mailed check,2010.0000000000002,18.8,407.05,0,0,338.4,745.45,cents
1134-YWTYF,Month-to-Month,Yes,Electronic check,53.8,41.48,1389.85,0,0,1119.96,2509.81,dollars
1135-HIORI,One Year,Yes,Electronic check,111.45,39.37,7266.95,0,0,2519.68,9786.63,dollars
1135-LMECX,Month-to-Month,No,Mailed check,19.85,16.47,19.85,0,0,16.47,36.32,dollars
1136-XGEQU,One Year,Yes,Credit card (automatic),8415,46.49,4164.4,0,0,2324.5,6488.9,cents
1137-DGOWI,One Year,No,Bank transfer (automatic),7025,17.33,2198.9,0,0,519.9,2718.8,cents
1139-WUOAH,Two Year,No,Credit card (automatic),5335,0,3090.05,0,100,0,3190.05,cents
1140-UKVZG,Month-to-Month,No,Mailed check,24.8,9.84,475.25,37.06,0,167.28,605.47,dollars
1142-IHLOO,One Year,No,Credit card (automatic),8755,14.37,4475.9,0,0,732.87,5208.77,cents
1142-WACZW,Month-to-Month,No,Bank transfer (automatic),29.85,0,75.6,0,0,0,75.6,dollars
1143-NMNQJ,Month-to-Month,Yes,Electronic check,85.7,14.07,169.8,0,0,28.14,197.94,dollars
1150-FTQGN,One Year,No,Bank transfer (automatic),94.15,48.04,5811.8,0,0,2882.4,8694.2,dollars
1150-WFARN,Two Year,Yes,Credit card (automatic),108.75,32.15,7156.2,0,0,2154.05,9310.25,dollars
1153-GNOLC,One Year,Yes,Electronic check,39.1,0,1309,0,0,0,1309,dollars
1154-HYWWO,One Year,No,Mailed check,70.6,42.24,2708.2,0,0,1605.12,4313.32,dollars
1156-ZFYDO,Month-to-Month,No,Electronic check,1975,37.62,19.75,0,0,37.62,57.37,cents
1157-BQCUW,Month-to-Month,Yes,Electronic check,7495,30.07,74.95,0,0,30.07,105.02,cents
1159-WFSGR,Month-to-Month,No,Electronic check,20.4,45.54,321.4,0,0,728.64,1050.04,dollars
1162-ECVII,Two Year,Yes,Bank transfer (automatic),10975,18.74,7932.5,0,140,1349.28,9421.78,cents
1163-ONYEY,Month-to-Month,Yes,Credit card (automatic),7455,28.55,3023.55,0,0,1170.55,4194.1,cents
1163-VIPRI,Two Year,No,Electronic check,109.3,13.25,7337.55,0,0,861.25,8198.8,dollars
1166-PQLGG,Two Year,No,Bank transfer (automatic),19.55,17.33,1463.45,0,0,1247.76,2711.21,dollars
1167-OYZJF,Two Year,Yes,Bank transfer (automatic),20.05,49.94,1263.05,43.66,0,3345.98,4565.37,dollars
1169-SAOCL,One Year,Yes,Bank transfer (automatic),106.65,22.52,5168.1,0,130,1103.48,6401.58,dollars
1169-WCVAK,Month-to-Month,Yes,Credit card (automatic),8880,34.05,1672.35,0,0,646.95,2319.3,cents
1170-SASML,Month-to-Month,Yes,Bank transfer (automatic),8540,34.49,5869.4,0,0,2379.81,8249.21,cents
1171-TYKUR,Month-to-Month,No,Electronic check,2540,10.07,1139.2,0,0,473.29,1612.49,cents
1172-VIYBP,Two Year,No,Bank transfer (automatic),69.7,27.93,3686.05,0,0,1480.29,5166.34,dollars
1173-NOEYG,Month-to-Month,No,Bank transfer (automatic),90.15,18.74,2423.4,0,0,505.98,2929.38,dollars
1173-XZPYF,Month-to-Month,Yes,Electronic check,89.2,10.95,990.3,0,0,120.45,1110.75,dollars
1174-FGIFN,One Year,Yes,Electronic check,90.45,26.28,2509.25,0,0,735.84,3245.09,dollars
1177-XZBJL,One Year,No,Bank transfer (automatic),64.15,37.57,3491.55,0,0,1991.21,5482.76,dollars
1178-PZGAB,One Year,No,Credit card (automatic),20.25,18.57,383.65,0,0,352.83,736.48,dollars
1179-INLAT,One Year,Yes,Mailed check,1945,2.78,69.25,0,0,8.34,77.59,cents
1183-CANVH,One Year,No,Bank transfer (automatic),6000,1.39,1347.15,0,0,31.97,1379.12,cents
1184-PJVDB,Month-to-Month,Yes,Electronic check,7995,11.3,857.2,0,0,113,970.2,cents
1187-WILMM,Two Year,Yes,Credit card (automatic),8940,44.55,5597.65,0,0,2806.65,8404.3,cents
1193-RTSLK,Month-to-Month,Yes,Credit card (automatic),8390,36.18,3233.6,0,0,1374.84,4608.44,cents
1194-BHJYC,Two Year,Yes,Mailed check,62.15,0,3778.85,0,0,0,3778.85,dollars
1194-HVAIF,Month-to-Month,No,Credit card (automatic),95,18.42,2462.55,0,0,497.34,2959.89,dollars
1194-SPVSP,Month-to-Month,No,Bank transfer (automatic),19.65,27.88,19.65,0,0,27.88,47.53,dollars
1195-OIYEJ,Month-to-Month,Yes,Electronic check,9110,5.43,1135.7,0,80,70.59,1286.29,cents
1196-AMORA,Month-to-Month,No,Electronic check,73.6,38.07,520,0,0,266.49,786.49,dollars
1197-BVMVG,Two Year,Yes,Electronic check,74.45,4.29,294.45,0,0,17.16,311.61,dollars
1200-TUZHR,Two Year,No,Electronic check,8520,44.63,695.75,0,0,357.04,1052.79,cents
1202-KKGFU,Month-to-Month,No,Bank transfer (automatic),5420,23.99,690.5,0,0,287.88,978.38,cents
1205-WNWPJ,Month-to-Month,Yes,Mailed check,59.5,2.24,415.95,0,0,15.68,431.63,dollars
1206-EHBDD,Two Year,No,Bank transfer (automatic),80.3,4.24,4513.65,0,0,237.44,4751.09,dollars
1207-BLKSA,Two Year,No,Mailed check,2305,19.21,1255.1,0,0,998.92,2254.02,cents
1208-DNHLN,One Year,Yes,Credit card (automatic),48.35,5.8,1067.15,0,0,133.4,1200.55,dollars
1208-NBVFH,Month-to-Month,Yes,Electronic check,4960,13.18,939.8,0,0,263.6,1203.4,cents
1209-VFFOC,Two Year,Yes,Mailed check,5640,0,3948.45,0,0,0,3948.45,cents
1212-GLHMD,Month-to-Month,Yes,Mailed check,86.05,18.26,244.85,0,0,54.78,299.63,dollars
1213-NGCUN,Month-to-Month,Yes,Bank transfer (automatic),49.65,48.89,267.35,0,0,293.34,560.69,dollars
1215-EXRMO,Two Year,No,Mailed check,2055,46.91,1067.65,0,0,2345.5,3413.15,cents
1215-FIGMP,Month-to-Month,Yes,Bank transfer (automatic),8990,42.88,5450.7,0,0,2572.8,8023.5,cents
1215-VFYVK,Month-to-Month,No,Mailed check,48.25,0,202.25,0,10,0,212.25,dollars
1216-BGTSP,Month-to-Month,Yes,Credit card (automatic),108.45,5.97,4964.7,0,0,268.65,5233.35,dollars
1216-JWVUX,Month-to-Month,Yes,Electronic check,75.5,4.46,1901.05,0,0,111.5,2012.55,dollars
1217-VASWC,One Year,Yes,Bank transfer (automatic),10055,37.09,4304,0,0,1594.87,5898.87,cents
1218-VKFPE,Month-to-Month,No,Mailed check,19,19.48,233.55,0,0,233.76,467.31,dollars
1219-NNDDO,Month-to-Month,Yes,Electronic check,7684.999999999999,42.41,663.55,0,0,381.69,1045.24,cents
1221-GHZEP,Two Year,Yes,Mailed check,6509.999999999999,23.18,3846.75,0,0,1437.16,5283.91,cents
1222-KJNZD,Month-to-Month,Yes,Bank transfer (automatic),20.4,1.89,745.3,0,0,75.6,820.9,dollars
1222-LRYKO,Month-to-Month,No,Mailed check,2635,38.28,184.05,0,0,229.68,413.73,cents
1223-UNPKS,Two Year,No,Mailed check,20.05,3.87,400,0,0,77.4,477.4,dollars
1226-IENZN,Month-to-Month,Yes,Electronic check,7875,39.52,1218.25,0,0,632.32,1850.57,cents
1226-JZNKR,One Year,No,Electronic check,19.8,28.37,160.05,0,0,226.96,387.01,dollars
1226-UDFZR,Month-to-Month,Yes,Mailed check,4960,21.28,114.7,0,0,42.56,157.26,cents
1227-UDMZR,Two Year,Yes,Bank transfer (automatic),9115,2.95,6637.9,0,0,212.4,6850.3,cents
1228-FZFRV,Month-to-Month,No,Credit card (automatic),105.95,20.88,5341.8,0,0,1044,6385.8,dollars
1228-ZLNBX,Month-to-Month,No,Mailed check,75.3,3.26,1570.7,0,0,68.46,1639.16,dollars
1229-RCALF,One Year,Yes,Electronic check,115,46.44,7396.15,0,0,2972.16,10368.31,dollars
1230-QAJDW,Month-to-Month,Yes,Mailed check,65.25,42.68,209.9,0,0,128.04,337.94,dollars
1231-YNDEK,Two Year,Yes,Bank transfer (automatic),19.15,29.31,1035.5,28.7,0,1699.98,2706.78,dollars
1236-WFCDV,Month-to-Month,No,Credit card (automatic),90.45,11.31,1266.1,0,0,158.34,1424.44,dollars
1237-WIYYZ,Month-to-Month,Yes,Mailed check,1955,10.67,389.25,0,0,192.06,581.31,cents
1240-HCBOH,Two Year,Yes,Mailed check,2610,43.3,1759.55,0,0,2901.1,4660.65,cents
1240-KNSEZ,Month-to-Month,Yes,Mailed check,2010.0000000000002,40.83,20.1,0,0,40.83,60.93,cents
1241-EZFMJ,Two Year,No,Bank transfer (automatic),2545,11.53,1538.6,0,0,703.33,2241.93,cents
1241-FPMOF,Two Year,No,Mailed check,1964.9999999999998,21.98,1025.05,0,0,1142.96,2168.01,cents
1245-HARPS,Two Year,No,Mailed check,2039.9999999999998,14.61,292.4,0,0,204.54,496.94,cents
1247-QBVSH,Month-to-Month,No,Mailed check,5020,14.64,2169.4,0,0,629.52,2798.92,cents
1248-DYXUB,Two Year,No,Mailed check,24.8,40.33,1229.1,0,0,2097.16,3326.26,dollars
1251-KRREG,Month-to-Month,Yes,Mailed check,54.4,44.31,114.1,0,0,88.62,202.72,dollars
1251-STYSZ,One Year,Yes,Electronic check,80.25,8.75,303.7,0,30,35,368.7,dollars
1254-IZEYF,Month-to-Month,Yes,Electronic check,99.95,39.36,3186.65,0,0,1220.16,4406.81,dollars
1257-SXUXQ,Month-to-Month,No,Mailed check,1945,8.04,86.05,0,0,40.2,126.25,cents
1258-YMZNM,One Year,Yes,Bank transfer (automatic),110.5,35.76,2857.6,0,0,965.52,3823.12,dollars
1260-TTRXI,Month-to-Month,No,Electronic check,5430,40.15,195.3,0,80,160.6,435.9,cents
1261-FWTTE,Month-to-Month,Yes,Bank transfer (automatic),34.65,0,768.45,0,0,0,768.45,dollars
1262-OPMFY,Month-to-Month,Yes,Bank transfer (automatic),7575,31.75,655.9,0,0,285.75,941.65,cents
1264-BYWMS,Month-to-Month,Yes,Electronic check,9680,47.38,5283.95,0,0,2605.9,7889.85,cents
1264-FUHCX,One Year,Yes,Credit card (automatic),56.3,0,2780.6,0,0,0,2780.6,dollars
1265-BCFEO,Two Year,Yes,Bank transfer (automatic),80.45,26.58,5662.25,0,0,1887.18,7549.43,dollars
1265-HVPZB,One Year,No,Credit card (automatic),66.4,16.06,3958.2,0,0,947.54,4905.74,dollars
1265-XTECC,One Year,Yes,Credit card (automatic),96.55,1.98,6581.9,0,0,134.64,6716.54,dollars
1265-ZFOSD,Two Year,Yes,Mailed check,81.3,16.61,5129.3,22.34,0,1063.04,6170,dollars
1266-NZYUI,Two Year,No,Bank transfer (automatic),66.85,14.65,4758.8,0,0,1054.8,5813.6,dollars
1268-ASBGA,Month-to-Month,Yes,Credit card (automatic),8535,9.93,1375.15,0,0,158.88,1534.03,cents
1269-FOYWN,One Year,No,Bank transfer (automatic),20,36.86,860.85,0,0,1621.84,2482.69,dollars
1270-XKUCC,Two Year,No,Mailed check,19.7,12.85,599.25,49.79,0,385.5,934.96,dollars
1271-SJBGZ,Month-to-Month,Yes,Electronic check,43.65,0,526.95,0,0,0,526.95,dollars
1271-UODNO,Two Year,Yes,Credit card (automatic),5385,5.4,2200.7,46.66,0,210.6,2364.64,cents
1272-ILHFG,One Year,No,Mailed check,19.65,17.28,332.65,0,0,259.2,591.85,dollars
1273-MTETI,Month-to-Month,Yes,Electronic check,88.85,12.86,372.45,0,0,51.44,423.89,dollars
1282-IHQAC,One Year,Yes,Credit card (automatic),4405,0,3011.65,0,0,0,3011.65,cents
1285-OKIPP,Month-to-Month,No,Electronic check,7990.000000000001,23.2,79.9,0,0,23.2,103.1,cents
1291-CUOCY,Two Year,Yes,Credit card (automatic),11060,4.32,7962.2,0,0,311.04,8273.24,cents
1293-BSEUN,Two Year,Yes,Mailed check,20.7,6.9,1482.3,0,0,496.8,1979.1,dollars
1293-HHSHJ,One Year,No,Mailed check,21.1,23.77,741,14.23,0,831.95,1558.72,dollars
1297-VQDRP,One Year,Yes,Credit card (automatic),107.15,32.11,7379.8,0,50,2183.48,9613.28,dollars
1298-PHBTI,Two Year,Yes,Electronic check,84.8,33.67,6152.4,0,0,2390.57,8542.97,dollars
1299-AURJA,Two Year,No,Bank transfer (automatic),24.7,30.33,1685.9,0,0,2123.1,3809,dollars
1301-LOPVR,One Year,Yes,Credit card (automatic),55.35,0,1636.95,0,0,0,1636.95,dollars
1302-TPUBN,Two Year,No,Bank transfer (automatic),19.35,21.23,1240.8,0,0,1401.18,2641.98,dollars
1302-UHBDD,Two Year,No,Electronic check,8995,48.46,1648.45,0,0,969.2,2617.65,cents
1303-SRDOK,Two Year,Yes,Credit card (automatic),69.05,27.87,3842.6,0,0,1532.85,5375.45,dollars
1304-BCCFO,Month-to-Month,Yes,Mailed check,7005,14.91,564.4,0,0,134.19,698.59,cents
1304-NECVQ,Month-to-Month,Yes,Electronic check,78.55,43.96,149.55,0,0,87.92,237.47,dollars
1304-SEGFY,Two Year,Yes,Electronic check,97.85,2.56,6841.3,0,0,184.32,7025.62,dollars
1306-RPWXZ,Two Year,No,Credit card (automatic),2045,31.7,1024.65,0,0,1553.3,2577.95,cents
1307-ATKGB,Month-to-Month,Yes,Electronic check,8955,27.91,2187.15,0,0,669.84,2856.99,cents
1307-TVUFB,One Year,Yes,Bank transfer (automatic),79.35,13.51,3344.1,0,0,567.42,3911.52,dollars
1309-BXVOQ,Month-to-Month,Yes,Electronic check,106.1,21.83,2249.95,0,0,458.43,2708.38,dollars
1309-XGFSN,One Year,Yes,Electronic check,80.85,7.04,4079.55,0,0,366.08,4445.63,dollars
1310-QRITU,Month-to-Month,Yes,Electronic check,5030,38.32,913.3,0,0,689.76,1603.06,cents
1319-YLZJG,Month-to-Month,Yes,Electronic check,84.6,39,959.9,0,0,468,1427.9,dollars
1320-GVNHT,Two Year,Yes,Credit card (automatic),108.4,27.88,7767.25,0,30,2007.36,9804.61,dollars
1320-HTRDR,Month-to-Month,Yes,Electronic check,75.5,47.51,220.6,0,0,142.53,363.13,dollars
1320-REHCS,Two Year,Yes,Electronic check,110.75,23.04,5832,6.26,0,1198.08,7023.82,dollars
1322-AGOQM,Month-to-Month,No,Bank transfer (automatic),30.3,0,1380.1,0,0,0,1380.1,dollars
1323-OOEPC,Month-to-Month,Yes,Credit card (automatic),98.4,41.74,5149.5,0,0,2212.22,7361.72,dollars
1324-NLTJE,Month-to-Month,No,Credit card (automatic),55,17.19,757.1,0,0,257.85,1014.95,dollars
1325-USMEC,Two Year,Yes,Credit card (automatic),9935,48,6944.5,0,0,3360,10304.5,cents
1328-EUZHC,Two Year,No,Mailed check,2010.0000000000002,25.54,370.5,0,0,459.72,830.22,cents
1329-VHWNP,Month-to-Month,No,Bank transfer (automatic),25.05,0,189.95,0,0,0,189.95,dollars
1333-PBMXB,One Year,Yes,Bank transfer (automatic),24.75,28.87,1342.15,0,0,1558.98,2901.13,dollars
1334-FJSVR,Month-to-Month,Yes,Electronic check,2425,0,24.25,0,0,0,24.25,cents
1334-PDUKM,One Year,No,Credit card (automatic),86.45,9.76,5762.95,0,150,663.68,6576.63,dollars
1335-HQMKX,One Year,Yes,Electronic check,101.35,46.1,7323.15,0,0,3319.2,10642.35,dollars
1335-MXCSE,Two Year,Yes,Credit card (automatic),5525,46.61,3119.9,0,0,2563.55,5683.45,cents
1335-NTIUC,Month-to-Month,Yes,Electronic check,24.95,0,190.25,0,0,0,190.25,dollars
1336-EZFZY,Month-to-Month,No,Mailed check,2005,25.8,83.3,0,0,103.2,186.5,cents
1337-BOZWO,One Year,No,Credit card (automatic),46.4,0,812.4,0,0,0,812.4,dollars
1338-CECEE,One Year,No,Bank transfer (automatic),68.5,13.58,2839.95,38.37,0,556.78,3358.36,dollars
1342-JPNKI,Month-to-Month,Yes,Bank transfer (automatic),8605,5.92,834.1,0,0,59.2,893.3,cents
1343-EHPYB,Month-to-Month,Yes,Electronic check,10340,48.95,6603,0,0,3083.85,9686.85,cents
1345-GKDZZ,Month-to-Month,No,Mailed check,19.55,17.53,128.6,0,0,105.18,233.78,dollars
1345-ZUKID,One Year,No,Mailed check,19.35,26.02,324.8,0,0,364.28,689.08,dollars
1346-PJWTK,Month-to-Month,No,Credit card (automatic),9415,17.73,5731.85,0,0,1081.53,6813.38,cents
1346-UFHAX,Month-to-Month,Yes,Credit card (automatic),8000,33.69,1029.35,0,0,437.97,1467.32,cents
1347-KTTTA,One Year,Yes,Credit card (automatic),102.45,40.49,6654.1,0,0,2591.36,9245.46,dollars
1349-WXNGG,Month-to-Month,No,Bank transfer (automatic),2005,12,20.05,0,0,12,32.05,cents
1352-HNSAW,Two Year,Yes,Bank transfer (automatic),11560,34.69,8220.4,0,140,2497.68,10858.08,cents
1352-VHKAJ,Month-to-Month,No,Bank transfer (automatic),71.6,13.55,1957.1,0,140,365.85,2462.95,dollars
1353-GHZOS,One Year,Yes,Bank transfer (automatic),5975,6.03,1374.35,0,0,132.66,1507.01,cents
1353-LJWEM,Month-to-Month,Yes,Electronic check,6090,28.76,688.5,49.24,0,316.36,955.62,cents
1354-YZFNB,Two Year,No,Credit card (automatic),1955,29.09,68.8,0,0,116.36,185.16,cents
1355-KUSBG,Month-to-Month,No,Electronic check,4880,9.1,349.8,0,0,63.7,413.5,cents
1356-MKYSK,Month-to-Month,No,Credit card (automatic),78.65,46.59,483.3,0,10,279.54,772.84,dollars
1357-BIJKI,One Year,Yes,Electronic check,98.25,38.29,4858.7,3.55,0,1914.5,6769.65,dollars
1357-MVDOZ,Month-to-Month,Yes,Bank transfer (automatic),59.65,21.14,683.25,0,0,232.54,915.79,dollars
1360-JYXKQ,One Year,Yes,Electronic check,99.1,22.05,5437.1,0,0,1190.7,6627.8,dollars
1360-RCYRT,Month-to-Month,Yes,Bank transfer (automatic),3035,0,678.75,0,0,0,678.75,cents
1360-XFJMR,One Year,Yes,Credit card (automatic),109.7,17.72,7344.45,0,0,1187.24,8531.69,dollars
1363-TXLSL,Month-to-Month,Yes,Electronic check,70.3,39.1,70.3,0,0,39.1,109.4,dollars
1370-GGAWX,One Year,Yes,Electronic check,9415,33.18,4408.45,0,0,1526.28,5934.73,cents
1371-DWPAZ,Two Year,No,Credit card (automatic),5605,0,560.5,0,0,0,560.5,cents
1371-OJCEK,One Year,No,Bank transfer (automatic),2435,13.67,1133.7,0,0,656.16,1789.86,cents
1371-WEPDS,One Year,No,Electronic check,5580,28.56,2283.3,0,50,1142.4,3475.7,cents
1373-ORVIZ,Month-to-Month,Yes,Electronic check,6634.999999999999,15.69,740.8,0,0,172.59,913.39,cents
1374-DMZUI,Month-to-Month,Yes,Electronic check,94.3,49.5,424.45,0,0,198,622.45,dollars
1376-HHBDV,Month-to-Month,Yes,Mailed check,48.8,10.74,1536.75,0,0,322.2,1858.95,dollars
1379-FRVEB,Month-to-Month,Yes,Electronic check,91,30.22,1430.05,0,0,453.3,1883.35,dollars
1383-EZRWL,Month-to-Month,No,Mailed check,20.05,48.22,164.85,0,0,337.54,502.39,dollars
1384-RCUXW,Month-to-Month,Yes,Mailed check,8055,34.18,1248.9,0,0,546.88,1795.78,cents
1385-TQOZW,Month-to-Month,Yes,Credit card (automatic),20.45,45.99,147.55,0,0,413.91,561.46,dollars
1386-ZIKUV,Month-to-Month,Yes,Mailed check,18.95,33.18,130.55,0,0,232.26,362.81,dollars
1389-CXMLU,Month-to-Month,No,Electronic check,9105,26.32,289.1,0,0,78.96,368.06,cents
1389-WNUIB,One Year,No,Bank transfer (automatic),76,15.29,1588.75,7.3,70,305.8,1957.25,dollars
1391-UBDAR,Month-to-Month,No,Electronic check,7290.000000000001,18.33,818.45,0,0,201.63,1020.08,cents
1393-IMKZG,Month-to-Month,Yes,Electronic check,95.85,2.7,95.85,0,0,2.7,98.55,dollars
1394-SUIUH,Two Year,Yes,Electronic check,85.15,44.44,3670.5,0,0,1955.36,5625.86,dollars
1395-OFUWC,Month-to-Month,No,Credit card (automatic),2930,0,1224.05,0,0,0,1224.05,cents
1395-WSWXR,Two Year,No,Mailed check,2075,47.51,487.05,0,0,1140.24,1627.29,cents
1396-QWFBJ,Month-to-Month,Yes,Bank transfer (automatic),74.05,5.07,1565.7,0,0,106.47,1672.17,dollars
1397-XKKWR,One Year,No,Mailed check,35.3,0,264.8,0,0,0,264.8,dollars
1399-OUPJN,Two Year,No,Bank transfer (automatic),19.75,12.26,1272.05,0,0,698.82,1970.87,dollars
1399-UBQIU,Month-to-Month,Yes,Electronic check,69.35,16.14,712.25,0,0,177.54,889.79,dollars
1400-MMYXY,Month-to-Month,Yes,Electronic check,105.9,41.3,334.65,0,0,123.9,458.55,dollars
1400-WIVLL,Two Year,No,Electronic check,107.95,16.78,5969.85,0,0,956.46,6926.31,dollars
1401-FTHFQ,One Year,Yes,Credit card (automatic),2000,24.22,445.3,0,0,557.06,1002.36,cents
1402-PTHGN,One Year,Yes,Mailed check,6150,40.36,1087.45,0,0,726.48,1813.93,cents
1403-GYAFU,Two Year,No,Credit card (automatic),2005,48.57,1360.25,0,0,3399.9,4760.15,cents
1403-LKLIK,One Year,No,Mailed check,20.1,28.4,579.4,0,0,937.2,1516.6,dollars
1406-PUQVY,Month-to-Month,Yes,Electronic check,49.9,6.35,49.9,0,0,6.35,56.25,dollars
1407-DIGZV,Two Year,No,Mailed check,19.1,45.33,52,0,0,135.99,187.99,dollars
1409-PHXTF,Two Year,Yes,Electronic check,110.45,32.56,6077.75,0,0,1758.24,7835.99,dollars
1410-RSCMR,Month-to-Month,Yes,Credit card (automatic),71.35,49.98,515.75,0,0,349.86,865.61,dollars
1414-YADCW,Two Year,No,Bank transfer (automatic),84.6,1.07,5706.2,0,0,74.9,5781.1,dollars
1415-YFWLT,Month-to-Month,Yes,Electronic check,89.3,30.23,89.3,0,0,30.23,119.53,dollars
1421-HCERK,Month-to-Month,Yes,Bank transfer (automatic),105.7,33.48,3181.8,0,0,1004.4,4186.2,dollars
1422-DGUBX,One Year,Yes,Electronic check,79.25,43.11,2619.15,16.96,0,1379.52,3981.71,dollars
1423-BMPBQ,Month-to-Month,Yes,Mailed check,19,28.28,19,0,0,28.28,47.28,dollars
1427-VERSM,Month-to-Month,Yes,Electronic check,9870,7,5669.5,0,0,392,6061.5,cents
1428-GTBJJ,Month-to-Month,Yes,Electronic check,7455,5.4,824.75,0,0,59.4,884.15,cents
1428-IEDPR,Two Year,Yes,Electronic check,109.3,20.8,5731.4,3.85,60,1081.6,6869.15,dollars
1429-UYJSV,One Year,No,Mailed check,19.7,36.65,260.9,0,0,439.8,700.7,dollars
1430-SFQSA,One Year,No,Mailed check,35.6,0,1072.6,0,0,0,1072.6,dollars
1431-AIDJQ,Two Year,No,Credit card (automatic),8210,1.62,2603.1,0,0,53.46,2656.56,cents
1431-CYWMH,Month-to-Month,No,Bank transfer (automatic),19.05,46.45,454.05,0,0,1021.9,1475.95,dollars
1432-FPAXX,Month-to-Month,Yes,Electronic check,30.6,0,856.35,0,0,0,856.35,dollars
1436-ZMJAN,Month-to-Month,Yes,Credit card (automatic),67.8,37.08,653.15,0,0,370.8,1023.95,dollars
1439-LCGVL,One Year,No,Mailed check,1920,1.75,459.6,0,0,45.5,505.1,cents
1442-BQPVU,Month-to-Month,No,Electronic check,29.15,0,357.15,0,0,0,357.15,dollars
1442-OKRJE,One Year,Yes,Bank transfer (automatic),103.15,39.45,7031.3,0,0,2603.7,9635,dollars
1444-VVSGW,One Year,No,Credit card (automatic),11565,17.17,7968.85,0,10,1201.9,9180.75,cents
1447-GIQMR,Month-to-Month,Yes,Electronic check,69.15,2.2,69.15,0,0,2.2,71.35,dollars
1447-PJGGA,Two Year,Yes,Electronic check,95.25,17.55,5464.65,0,0,1000.35,6465,dollars
1448-CYWKC,One Year,Yes,Credit card (automatic),105.2,43.01,6225.4,34.83,0,2494.58,8685.15,dollars
1448-PWKYE,Month-to-Month,No,Electronic check,80,35.71,80,0,0,35.71,115.71,dollars
1449-XQEMT,Month-to-Month,Yes,Mailed check,19.8,15.12,58.15,0,0,45.36,103.51,dollars
1450-GALXR,Month-to-Month,Yes,Electronic check,98.5,14.53,1058.25,0,110,145.3,1313.55,dollars
1450-SKCVI,Month-to-Month,Yes,Electronic check,7384.999999999999,35.59,4092.85,0,0,1993.04,6085.89,cents
1452-KIOVK,Month-to-Month,Yes,Credit card (automatic),8910,29.54,1949.4,0,0,649.88,2599.28,cents
